Title,Artist,Year,Link
Mrs. Bundle in a Rage or too late for the Stage,"Rudolph Ackermann, London|Thomas Rowlandson|George Moutard Woodward",1809,http://www.metmuseum.org/art/collection/search/811575
Mrs. Bundle in a Rage or too late for the Stage,George Moutard Woodward|William McCleary|Thomas Rowlandson,1809,http://www.metmuseum.org/art/collection/search/811577
Awkward Squads Studying the Graces!!,George Moutard Woodward|Thomas Rowlandson|Thomas Tegg,1809,http://www.metmuseum.org/art/collection/search/811578
Awkward Squads Studying the Graces!!,Thomas Tegg|Thomas Rowlandson|George Moutard Woodward,1809,http://www.metmuseum.org/art/collection/search/811579
Vase (one of a pair),Humphrey Palmer,1785,http://www.metmuseum.org/art/collection/search/811582
Ewer (one of a pair),Church Works,1778,http://www.metmuseum.org/art/collection/search/811583
Urn (one of a pair),James Neale,1778,http://www.metmuseum.org/art/collection/search/811584
"The Risen Christ, from Old and New Testaments",Augustin Hirschvogel,1550,http://www.metmuseum.org/art/collection/search/811585
"Pentecost, from Old and New Testaments",Augustin Hirschvogel,1548,http://www.metmuseum.org/art/collection/search/811586
"Risen Christ Appearing to the Disciples, from Old and New Testaments",Augustin Hirschvogel,1547,http://www.metmuseum.org/art/collection/search/811587
"Moses and Zipporah Returning to Egypt, from Old and New Testaments",Augustin Hirschvogel,1549,http://www.metmuseum.org/art/collection/search/811588
"Maximilian I, from Herberstain, Rerum Moscoviticarum Commentarii",Augustin Hirschvogel,1546,http://www.metmuseum.org/art/collection/search/811589
"Judas Receiving the Wages of His Treason, from Old and New Testaments",Augustin Hirschvogel,1547,http://www.metmuseum.org/art/collection/search/811590
"Adam and Eve Eating the Forbidden Fruit, from Old and New Testaments",Augustin Hirschvogel,1548,http://www.metmuseum.org/art/collection/search/811592
"Adam and Eve Eating the Forbidden Fruit, from Old and New Testaments",Augustin Hirschvogel,1548,http://www.metmuseum.org/art/collection/search/811593
A Lump of Innocence,Thomas Rowlandson|Thomas Tegg|George Moutard Woodward,1809,http://www.metmuseum.org/art/collection/search/811594
The Massacre of the Innocents,Augustin Hirschvogel,1545,http://www.metmuseum.org/art/collection/search/811596
"Basil (Basilius), Grand Duke of Russia",Augustin Hirschvogel,1547,http://www.metmuseum.org/art/collection/search/811598
"Judas Being Paid the 30 Pieces of Silver, from Old and New Testaments",Augustin Hirschvogel,1548,http://www.metmuseum.org/art/collection/search/811600
"The Roman Soldiers Falling Before Christ, from Old and New Testaments",Augustin Hirschvogel,1547,http://www.metmuseum.org/art/collection/search/811602
"Charles V (Karl V), Emperor, from Herberstains Rerum Moscoviticarum Commentarii",Augustin Hirschvogel,1546,http://www.metmuseum.org/art/collection/search/811604
Happy Fishing,Adrian Zingg|Joseph Vernet,1755,http://www.metmuseum.org/art/collection/search/811608
Self Portrait of the Artist and Coat of Arms of the Artist,Augustin Hirschvogel,1518,http://www.metmuseum.org/art/collection/search/811610
"Libel Hunters on the Lookout, or Daily Examiners of the Liberty Press",Thomas Rowlandson|Thomas Tegg,1810,http://www.metmuseum.org/art/collection/search/811614
A Bait for Kiddies on the North Road. Or That's Your Sort Prime Bang up the Mark,Thomas Tegg|Thomas Rowlandson,1810,http://www.metmuseum.org/art/collection/search/811616
The Choice of Fish,Joseph Vernet|Yves Le Gouaz,1765,http://www.metmuseum.org/art/collection/search/811618
Bloody Boney the Carcass Butcher Left of Trade and Retiring to Scarecrow Island,"Thomas Rowlandson|Empress Marie Louise of France|Thomas Tegg|Napoléon II, King of Rome and Duke of Reichstadt|Napoléon Bonaparte",1814,http://www.metmuseum.org/art/collection/search/811626
The Neapolitan Fishermen,Anne-Philiberte Coulet|Joseph Vernet,1765,http://www.metmuseum.org/art/collection/search/811629
Bloody Boney the Carcass Butcher Left of Trade and Retiring to Scarecrow Island,"Thomas Rowlandson|Thomas Tegg|Napoléon II, King of Rome and Duke of Reichstadt|Empress Marie Louise of France|Napoléon Bonaparte",1814,http://www.metmuseum.org/art/collection/search/811631
Noon,Joseph Vernet|Jacques Aliamet,1765,http://www.metmuseum.org/art/collection/search/811633
Explanation of the Arms of Napoleon Bonaparte,"Harrison & Leigh Printers|Rudolph Ackermann, London|Thomas Rowlandson",1814,http://www.metmuseum.org/art/collection/search/811634
Hagar in the Desert,Joseph Vernet|Jean-Baptiste Tilliard,1765,http://www.metmuseum.org/art/collection/search/811635
View of Spoleto,Joseph Vernet|Pietro Antonio Martini,1765,http://www.metmuseum.org/art/collection/search/811636
Bus,,0,http://www.metmuseum.org/art/collection/search/811637
Night,Joseph Vernet|Francesco del Pedro|Niccolò Cavalli,1765,http://www.metmuseum.org/art/collection/search/811638
Ferme de Satan,Unknown,1860,http://www.metmuseum.org/art/collection/search/811639
[Mountains],Charles Soulier,1850,http://www.metmuseum.org/art/collection/search/811640
The Bathers,Joseph Vernet,1755,http://www.metmuseum.org/art/collection/search/811641
Harbor and Fishermen,Joseph Vernet,1755,http://www.metmuseum.org/art/collection/search/811642
Necklace,Jean Clemént|Elsa Schiaparelli,1938,http://www.metmuseum.org/art/collection/search/811644
Wall Elevation with a Fireplace for Hyde Park,"Ogden Codman, Jr.",1898,http://www.metmuseum.org/art/collection/search/811646
Harbor Scene,Joseph Vernet|Franz Edmund Weirotter,1759,http://www.metmuseum.org/art/collection/search/811653
Castle St. Angelo,Carl Gottlieb Guttenberg|Joseph Vernet,1767,http://www.metmuseum.org/art/collection/search/811655
Harbor Scene,Joseph Vernet|Franz Edmund Weirotter,1759,http://www.metmuseum.org/art/collection/search/811656
Bridge in Rome,Joseph C. Maillet|Joseph Vernet,1765,http://www.metmuseum.org/art/collection/search/811657
Fourth View of Italy,Pierre Jacques Duret|Joseph Vernet,1745,http://www.metmuseum.org/art/collection/search/811658
Jonas Leaving the Whale,Joseph Vernet|Jean-Baptiste Tilliard,1765,http://www.metmuseum.org/art/collection/search/811659
Nanque aliud ex alio clarescere corde uidemus. Artibus ad summus donec uenere cacumen.,Niccolò Cavalli|Pellegrino dal Colle|Joseph Vernet,1745,http://www.metmuseum.org/art/collection/search/811661
Port of Livorne,Simon Fokke|Joseph Vernet,1765,http://www.metmuseum.org/art/collection/search/811662
The Old Fortress,Jean Jacques Le Veau|Joseph Vernet,1765,http://www.metmuseum.org/art/collection/search/811664
Second View of the Gulf of Venice,François-Anne David|Joseph Vernet,1765,http://www.metmuseum.org/art/collection/search/811667
"Dress, evening",Thierry Mugler|Mugler,1987,http://www.metmuseum.org/art/collection/search/811668
"""Parts Knit""",Issey Miyake,1985,http://www.metmuseum.org/art/collection/search/811669
Fishermen by Moonlight,Joseph Vernet,1745,http://www.metmuseum.org/art/collection/search/811671
Necklace,Goossens|Madame Grès (Alix Barton),1969,http://www.metmuseum.org/art/collection/search/811673
Breaking Up of the Blue Stocking Club,Thomas Tegg|Thomas Rowlandson,1815,http://www.metmuseum.org/art/collection/search/811674
Second View of Mount Cenia,Jacques II Chereau|Joseph Vernet,1745,http://www.metmuseum.org/art/collection/search/811675
Breaking Up of the Blue Stocking Club,Thomas Tegg|Thomas Rowlandson,1815,http://www.metmuseum.org/art/collection/search/811678
A Lamentable Case of a Jury-Man,Thomas Tegg|Thomas Rowlandson,1815,http://www.metmuseum.org/art/collection/search/811679
First View of Mount Cenia,Joseph Vernet|Jacques II Chereau,1745,http://www.metmuseum.org/art/collection/search/811681
A Lamentable Case of a Jury-Man,Thomas Tegg|Thomas Rowlandson,1815,http://www.metmuseum.org/art/collection/search/811682
The Four Seasons of Love,Thomas Tegg|Thomas Rowlandson,1814,http://www.metmuseum.org/art/collection/search/811683
Second View of the Surroundings of Rochefort,D. Wallaert|Joseph Vernet,1745,http://www.metmuseum.org/art/collection/search/811684
The Four Seasons of Love,Thomas Rowlandson|Thomas Tegg,1814,http://www.metmuseum.org/art/collection/search/811685
"A Doleful Disaster, or Miss Fubby Fatarmin's Wig Caught Fire",Thomas Tegg|Thomas Rowlandson,1813,http://www.metmuseum.org/art/collection/search/811686
"A Doleful Disaster, or Miss Fubby Fatarmin's Wig Caught Fire",Thomas Tegg|Thomas Rowlandson,1813,http://www.metmuseum.org/art/collection/search/811688
"Plate 4: Ornamental panel illustrating a scene from the History of Abraham and Jacob, where Abraham prepares food and water for Hagar and sends her off with their son into the wilderness of Beersheba; from Genesis 21:14",Claes Jansz. Visscher|Hans Janssen,1633,http://www.metmuseum.org/art/collection/search/811689
A Sea Storm,John Bowles & Son|Robert Sayer|Joseph Vernet,1745,http://www.metmuseum.org/art/collection/search/811690
"A Doleful Disaster, or Miss Fubby Fatarmin's Wig Caught Fire",Thomas Rowlandson|Thomas Tegg,1813,http://www.metmuseum.org/art/collection/search/811691
"A Doleful Disaster, or Miss Fubby Fatarmin's Wig Caught Fire",Thomas Tegg|Thomas Rowlandson,1813,http://www.metmuseum.org/art/collection/search/811693
How to Vault in the Saddle or a New Invented Patent Crane for the Accomodation or Rheumatic Rump'd Rectors,Thomas Rowlandson,1813,http://www.metmuseum.org/art/collection/search/811695
The Bathers,St. Flour|Joseph Vernet,1745,http://www.metmuseum.org/art/collection/search/811696
"Plate 5: Ornamental panel illustrating a scene from the History of Abraham and Jacob, where the angel of God reassures Hagar from heaven; from Genesis 21:17",Claes Jansz. Visscher|Hans Janssen,1633,http://www.metmuseum.org/art/collection/search/811699
First View Close to Nice,Pierre François Basan|Joseph Vernet,1770,http://www.metmuseum.org/art/collection/search/811700
Business and Pleasure,Thomas Tegg|Thomas Rowlandson|George Moutard Woodward,1813,http://www.metmuseum.org/art/collection/search/811703
The Occupations of the Shore,Jacques Philippe Le Bas|Joseph Vernet,1766,http://www.metmuseum.org/art/collection/search/811704
"Plate 6: Ornamental panel illustrating a scene from the History of Abraham and Jacob, where the Lord declares that because Abraham has not withheld his only son, that he shall be blessed with numerous descendants; from Genesis 22:16",Hans Janssen|Claes Jansz. Visscher,1633,http://www.metmuseum.org/art/collection/search/811705
Business and Pleasure,Thomas Rowlandson|Thomas Tegg|George Moutard Woodward,1813,http://www.metmuseum.org/art/collection/search/811707
View of Port Ercole,Joseph Vernet|Pietro Antonio Martini,1745,http://www.metmuseum.org/art/collection/search/811709
A Tailors Wedding,Thomas Tegg|Thomas Rowlandson,1814,http://www.metmuseum.org/art/collection/search/811710
A Tailors Wedding,Thomas Rowlandson|Thomas Tegg,1814,http://www.metmuseum.org/art/collection/search/811711
View of the Fountain of St. John in Marseille,Joseph Vernet|Pierre François Laurent,1745,http://www.metmuseum.org/art/collection/search/811712
Bitter Fare or Sweeps Regaling,Thomas Rowlandson,1812,http://www.metmuseum.org/art/collection/search/811714
Bitter Fare or Sweeps Regaling,Thomas Rowlandson,1812,http://www.metmuseum.org/art/collection/search/811718
Second View of the Port of Livourne,Joseph Vernet|Joanna Fr. Ozanne,1745,http://www.metmuseum.org/art/collection/search/811719
"Bachelor's Fare, Bread, Cheese, and Kisses",Thomas Tegg|Thomas Rowlandson,1813,http://www.metmuseum.org/art/collection/search/811720
The Turc Who Watches Fishing,Jean Daullé|Joseph Vernet,1715,http://www.metmuseum.org/art/collection/search/811721
Hug-mug-gin,Thomas Rowlandson,1815,http://www.metmuseum.org/art/collection/search/811723
A Nightmare,Giovanni David,1770,http://www.metmuseum.org/art/collection/search/811724
"Doctor Syntax, in the Middle of a Smoking Hot Political Squabble, Wishes to Whet his Whistle",Thomas Tegg|Thomas Rowlandson,1813,http://www.metmuseum.org/art/collection/search/811725
House in the Country Surrounding Naples,Joseph Vernet|Jean Daullé,1715,http://www.metmuseum.org/art/collection/search/811726
"Doctor Syntax, in the Middle of a Smoking Hot Political Squabble, Wishes to Whet his Whistle",Thomas Tegg|Thomas Rowlandson,1813,http://www.metmuseum.org/art/collection/search/811759
Catching an Elephant,Thomas Tegg|Thomas Rowlandson,1812,http://www.metmuseum.org/art/collection/search/811762
Setting out for Margate,Thomas Tegg|Thomas Rowlandson|George Moutard Woodward,1812,http://www.metmuseum.org/art/collection/search/811766
A Seaman's Wife's Reckoning,George Moutard Woodward|Thomas Rowlandson|Thomas Tegg,1812,http://www.metmuseum.org/art/collection/search/811771
A Seaman's Wife's Reckoning,Thomas Rowlandson|George Moutard Woodward|Thomas Tegg,1812,http://www.metmuseum.org/art/collection/search/811772
Land Stores,Thomas Rowlandson|Thomas Tegg,1812,http://www.metmuseum.org/art/collection/search/811774
"O Tempora, O Mores!",Samuel Alken|Thomas Rowlandson,1799,http://www.metmuseum.org/art/collection/search/811775
Napoleon,"Rudolph Ackermann, London|Harrison & Leigh Printers|Thomas Rowlandson|Napoléon Bonaparte|Johann Michael Voltz",1814,http://www.metmuseum.org/art/collection/search/811783
Napoleon,"Rudolph Ackermann, London|Napoléon Bonaparte|Johann Michael Voltz|Thomas Rowlandson",1814,http://www.metmuseum.org/art/collection/search/811786
Alexander,Tsar Alexander I|Thomas Rowlandson,1814,http://www.metmuseum.org/art/collection/search/811787
The Fall of Man,Ludwig Krug,1508,http://www.metmuseum.org/art/collection/search/811788
U. S. N. Destroyer from Military cards series (W615),International Mutoscope Reel Company,1943,http://www.metmuseum.org/art/collection/search/811789
The Nativity,Ludwig Krug,1516,http://www.metmuseum.org/art/collection/search/811790
St. John on Patmos,Ludwig Krug,1503,http://www.metmuseum.org/art/collection/search/811791
The Man of Sorrows,Ludwig Krug,1503,http://www.metmuseum.org/art/collection/search/811793
The Nativity,Ludwig Krug,1516,http://www.metmuseum.org/art/collection/search/811794
"The Art of Measuring, For All Kinds of Tailor-Made Garments, With Scales of Measures and Relative Proportions",Archibald Allon Whife|Albert Stanford Bridgland|The Tailor and Cutter Limited,1947,http://www.metmuseum.org/art/collection/search/811800
"Boy's Outfit, $4.00 Delivered",Shaughnessy Brothers,1890,http://www.metmuseum.org/art/collection/search/811801
Our Special Outfit,Shaughnessy Brothers,1890,http://www.metmuseum.org/art/collection/search/811802
Measurements Sheet: Men's or Large Boys and Small Boys,Shaughnessy Brothers,1890,http://www.metmuseum.org/art/collection/search/811803
Memorandum,Shaughnessy Brothers,1890,http://www.metmuseum.org/art/collection/search/811804
Salver (one of a pair),Paul de Lamerie,1730,http://www.metmuseum.org/art/collection/search/811811
Symptoms of Restiveness,Thomas Rowlandson|Henry William Bunbury,1807,http://www.metmuseum.org/art/collection/search/811818
"Sporting Guide, The Turf, Tattersall's, November 11",William Chester Walker|George Cruikshank|Pierce Egan,1824,http://www.metmuseum.org/art/collection/search/811839
Fashionable Movements: The King,William Chester Walker|Pierce Egan|George Cruikshank,1824,http://www.metmuseum.org/art/collection/search/811840
"Sporting Guide: The Turf, Tattersall's, March 15",William Chester Walker|Pierce Egan|George Cruikshank,1824,http://www.metmuseum.org/art/collection/search/811841
Trotting,Pierce Egan|George Cruikshank|William Chester Walker,1824,http://www.metmuseum.org/art/collection/search/811842
Police,George Cruikshank|Pierce Egan|William Chester Walker,1824,http://www.metmuseum.org/art/collection/search/811843
Milling Correspondence,William Chester Walker|George Cruikshank|Pierce Egan,1824,http://www.metmuseum.org/art/collection/search/811844
A Counselor's Opinion After He Had Retired From Practice,Thomas Rowlandson,1775,http://www.metmuseum.org/art/collection/search/811845
